time,pm2_5 (μg/m³),pm10 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),ozone (μg/m³),sulphur_dioxide (μg/m³),date,hour,year,time_of_the_day,AQI_PM2_5,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI_O3,AQI
2022-08-04 00:00:00,10.1,14.9,0.172,7.3,32.0,2.8,2022-08-04,0,2022,Night,16.833333333333332,14.9,9.125,3.5,8.6,32.0,32.0
2022-08-04 01:00:00,9.4,14.8,0.175,6.9,33.0,2.7,2022-08-04,1,2022,Night,15.666666666666668,14.8,8.625,3.375,8.75,33.0,33.0
2022-08-04 02:00:00,8.6,13.9,0.18,6.3,33.0,2.4,2022-08-04,2,2022,Night,14.333333333333334,13.9,7.875,3.0,9.0,33.0,33.0
2022-08-04 03:00:00,9.0,14.5,0.181,5.2,38.0,2.2,2022-08-04,3,2022,Night,15.0,14.5,6.5,2.75,9.049999999999999,38.0,38.0
2022-08-04 04:00:00,8.9,15.7,0.172,4.1,47.0,2.2,2022-08-04,4,2022,Night,14.833333333333334,15.7,5.125,2.75,8.6,47.0,47.0
2022-08-04 05:00:00,10.2,18.2,0.159,2.7,59.0,2.3,2022-08-04,5,2022,Morning,17.0,18.2,3.375,2.875,7.95,59.0,59.0
2022-08-04 06:00:00,11.1,19.4,0.145,1.4,71.0,2.3,2022-08-04,6,2022,Morning,18.5,19.4,1.75,2.875,7.249999999999999,71.0,71.0
2022-08-04 07:00:00,10.5,18.1,0.142,1.4,74.0,2.1,2022-08-04,7,2022,Morning,17.5,18.1,1.75,2.625,7.1,74.0,74.0
2022-08-04 08:00:00,12.3,20.0,0.143,1.8,73.0,1.9,2022-08-04,8,2022,Morning,20.500000000000004,20.0,2.25,2.375,7.1499999999999995,73.0,73.0
2022-08-04 09:00:00,13.5,21.2,0.148,2.5,72.0,1.7,2022-08-04,9,2022,Morning,22.5,21.2,3.125,2.125,7.3999999999999995,72.0,72.0
2022-08-04 10:00:00,14.1,21.5,0.154,3.2,74.0,2.0,2022-08-04,10,2022,Morning,23.5,21.5,4.0,2.5,7.7,74.0,74.0
2022-08-04 11:00:00,14.5,22.1,0.162,3.9,76.0,2.7,2022-08-04,11,2022,Morning,24.166666666666668,22.1,4.875,3.375,8.1,76.0,76.0
2022-08-04 12:00:00,15.5,23.9,0.168,4.3,74.0,2.3,2022-08-04,12,2022,Afternoon,25.833333333333336,23.9,5.375,2.875,8.4,74.0,74.0
2022-08-04 13:00:00,15.9,24.3,0.188,6.4,69.0,2.0,2022-08-04,13,2022,Afternoon,26.5,24.3,8.0,2.5,9.4,69.0,69.0
2022-08-04 14:00:00,18.4,27.4,0.217,9.2,62.0,1.6,2022-08-04,14,2022,Afternoon,30.666666666666664,27.4,11.5,2.0,10.85,62.0,62.0
2022-08-04 15:00:00,17.2,25.3,0.241,11.6,55.0,1.3,2022-08-04,15,2022,Afternoon,28.666666666666668,25.3,14.5,1.625,12.049999999999999,55.0,55.0
2022-08-04 16:00:00,16.2,24.0,0.235,11.0,54.0,1.4,2022-08-04,16,2022,Afternoon,27.0,24.0,13.75,1.75,11.75,54.0,54.0
2022-08-04 17:00:00,15.3,22.5,0.216,9.1,55.0,1.5,2022-08-04,17,2022,Evening,25.500000000000004,22.5,11.375,1.875,10.8,55.0,55.0
2022-08-04 18:00:00,13.2,19.2,0.192,7.1,55.0,1.8,2022-08-04,18,2022,Evening,22.0,19.2,8.875,2.25,9.6,55.0,55.0
2022-08-04 19:00:00,11.2,16.2,0.181,6.6,53.0,2.0,2022-08-04,19,2022,Night,18.666666666666668,16.2,8.25,2.5,9.049999999999999,53.0,53.0
2022-08-04 20:00:00,9.7,13.9,0.172,6.4,50.0,2.2,2022-08-04,20,2022,Night,16.166666666666668,13.9,8.0,2.75,8.6,50.0,50.0
2022-08-04 21:00:00,8.4,11.9,0.164,6.6,46.0,2.5,2022-08-04,21,2022,Night,14.000000000000002,11.9,8.25,3.125,8.200000000000001,46.0,46.0
2022-08-04 22:00:00,7.1,10.1,0.161,6.8,43.0,3.0,2022-08-04,22,2022,Night,11.833333333333334,10.1,8.5,3.75,8.05,43.0,43.0
2022-08-04 23:00:00,6.7,9.5,0.162,7.3,39.0,3.5,2022-08-04,23,2022,Night,11.166666666666668,9.5,9.125,4.375,8.1,39.0,39.0
2022-08-05 00:00:00,11.8,16.7,0.177,6.7,34.0,2.2,2022-08-05,0,2022,Night,19.666666666666668,16.7,8.375,2.75,8.85,34.0,34.0
2022-08-05 01:00:00,9.9,14.2,0.188,7.3,35.0,2.4,2022-08-05,1,2022,Night,16.5,14.2,9.125,3.0,9.4,35.0,35.0
2022-08-05 02:00:00,9.3,13.4,0.203,8.1,37.0,2.7,2022-08-05,2,2022,Night,15.500000000000002,13.4,10.125,3.375,10.15,37.0,37.0
2022-08-05 03:00:00,10.6,15.1,0.213,8.2,43.0,2.9,2022-08-05,3,2022,Night,17.666666666666668,15.1,10.25,3.625,10.65,43.0,43.0
2022-08-05 04:00:00,9.1,13.0,0.202,6.7,52.0,2.7,2022-08-05,4,2022,Night,15.166666666666666,13.0,8.375,3.375,10.100000000000001,52.0,52.0
2022-08-05 05:00:00,8.3,12.0,0.181,4.4,64.0,2.2,2022-08-05,5,2022,Morning,13.833333333333336,12.0,5.5,2.75,9.049999999999999,64.0,64.0
2022-08-05 06:00:00,7.6,11.0,0.16,2.0,76.0,1.8,2022-08-05,6,2022,Morning,12.666666666666666,11.0,2.5,2.25,8.0,76.0,76.0
2022-08-05 07:00:00,7.5,10.8,0.157,1.6,80.0,1.5,2022-08-05,7,2022,Morning,12.5,10.8,2.0,1.875,7.85,80.0,80.0
2022-08-05 08:00:00,7.8,11.2,0.159,1.9,80.0,1.2,2022-08-05,8,2022,Morning,13.0,11.2,2.375,1.5,7.95,80.0,80.0
2022-08-05 09:00:00,9.4,13.4,0.165,2.6,79.0,1.0,2022-08-05,9,2022,Morning,15.666666666666668,13.4,3.25,1.25,8.25,79.0,79.0
2022-08-05 10:00:00,9.5,13.6,0.171,3.5,76.0,0.9,2022-08-05,10,2022,Morning,15.833333333333334,13.6,4.375,1.125,8.55,76.0,76.0
2022-08-05 11:00:00,10.5,15.0,0.179,4.8,71.0,0.9,2022-08-05,11,2022,Morning,17.5,15.0,6.0,1.125,8.95,71.0,71.0
2022-08-05 12:00:00,11.0,15.7,0.183,5.3,67.0,1.4,2022-08-05,12,2022,Afternoon,18.333333333333336,15.7,6.625,1.75,9.15,67.0,67.0
2022-08-05 13:00:00,11.4,16.3,0.19,6.2,65.0,1.8,2022-08-05,13,2022,Afternoon,19.0,16.3,7.75,2.25,9.5,65.0,65.0
2022-08-05 14:00:00,11.4,16.2,0.2,7.5,62.0,2.5,2022-08-05,14,2022,Afternoon,19.0,16.2,9.375,3.125,10.0,62.0,62.0
2022-08-05 15:00:00,11.5,16.5,0.217,9.4,57.0,3.4,2022-08-05,15,2022,Afternoon,19.166666666666668,16.5,11.75,4.25,10.85,57.0,57.0
2022-08-05 16:00:00,12.0,17.1,0.237,11.2,52.0,4.0,2022-08-05,16,2022,Afternoon,20.0,17.1,14.0,5.0,11.85,52.0,52.0
2022-08-05 17:00:00,13.2,18.9,0.261,13.1,47.0,4.6,2022-08-05,17,2022,Evening,22.0,18.9,16.375,5.75,13.05,47.0,47.0
2022-08-05 18:00:00,14.7,21.0,0.28,14.8,41.0,5.2,2022-08-05,18,2022,Evening,24.5,21.0,18.5,6.5,14.000000000000002,41.0,41.0
2022-08-05 19:00:00,13.7,19.6,0.273,14.4,39.0,5.7,2022-08-05,19,2022,Night,22.833333333333332,19.6,18.0,7.125,13.65,39.0,39.0
2022-08-05 20:00:00,12.9,18.3,0.256,13.4,38.0,6.1,2022-08-05,20,2022,Night,21.5,18.3,16.75,7.625,12.8,38.0,38.0
2022-08-05 21:00:00,12.0,17.2,0.236,12.2,36.0,6.4,2022-08-05,21,2022,Night,20.0,17.2,15.25,8.0,11.799999999999999,36.0,36.0
2022-08-05 22:00:00,10.9,15.5,0.232,12.6,32.0,6.5,2022-08-05,22,2022,Night,18.166666666666668,15.5,15.75,8.125,11.600000000000001,32.0,32.0
2022-08-05 23:00:00,9.9,14.1,0.232,13.4,27.0,6.4,2022-08-05,23,2022,Night,16.5,14.1,16.75,8.0,11.600000000000001,27.0,27.0
2022-08-06 00:00:00,11.4,16.3,0.262,20.2,21.0,9.7,2022-08-06,0,2022,Night,19.0,16.3,25.25,12.125,13.100000000000001,21.0,25.25
2022-08-06 01:00:00,9.8,14.0,0.253,18.1,22.0,10.0,2022-08-06,1,2022,Night,16.333333333333336,14.0,22.625,12.5,12.65,22.0,22.625
2022-08-06 02:00:00,6.5,9.4,0.239,15.0,25.0,10.4,2022-08-06,2,2022,Night,10.833333333333334,9.4,18.75,13.0,11.95,25.0,25.0
2022-08-06 03:00:00,6.2,8.9,0.219,10.9,32.0,10.2,2022-08-06,3,2022,Night,10.333333333333334,8.9,13.625,12.75,10.95,32.0,32.0
2022-08-06 04:00:00,6.3,9.0,0.203,8.1,44.0,8.9,2022-08-06,4,2022,Night,10.5,9.0,10.125,11.125,10.15,44.0,44.0
2022-08-06 05:00:00,7.5,10.9,0.186,5.2,59.0,7.1,2022-08-06,5,2022,Morning,12.5,10.9,6.5,8.875,9.3,59.0,59.0
2022-08-06 06:00:00,9.1,13.2,0.167,2.5,76.0,4.9,2022-08-06,6,2022,Morning,15.166666666666666,13.2,3.125,6.125,8.35,76.0,76.0
2022-08-06 07:00:00,10.3,14.9,0.156,1.5,82.0,3.8,2022-08-06,7,2022,Morning,17.166666666666668,14.9,1.875,4.75,7.8,82.0,82.0
2022-08-06 08:00:00,9.6,14.0,0.147,1.2,84.0,3.0,2022-08-06,8,2022,Morning,16.0,14.0,1.5,3.75,7.35,84.0,84.0
2022-08-06 09:00:00,8.4,12.3,0.141,1.3,84.0,2.3,2022-08-06,9,2022,Morning,14.000000000000002,12.3,1.625,2.875,7.049999999999999,84.0,84.0
2022-08-06 10:00:00,8.9,13.0,0.141,1.6,82.0,2.0,2022-08-06,10,2022,Morning,14.833333333333334,13.0,2.0,2.5,7.049999999999999,82.0,82.0
2022-08-06 11:00:00,9.3,13.5,0.145,2.3,79.0,2.0,2022-08-06,11,2022,Morning,15.500000000000002,13.5,2.875,2.5,7.249999999999999,79.0,79.0
2022-08-06 12:00:00,8.8,12.9,0.129,2.0,72.0,1.5,2022-08-06,12,2022,Afternoon,14.666666666666668,12.9,2.5,1.875,6.45,72.0,72.0
2022-08-06 13:00:00,8.9,13.0,0.137,3.2,67.0,1.4,2022-08-06,13,2022,Afternoon,14.833333333333334,13.0,4.0,1.75,6.8500000000000005,67.0,67.0
2022-08-06 14:00:00,8.8,12.8,0.148,5.0,59.0,1.3,2022-08-06,14,2022,Afternoon,14.666666666666668,12.8,6.25,1.625,7.3999999999999995,59.0,59.0
2022-08-06 15:00:00,9.7,14.0,0.168,7.4,50.0,1.3,2022-08-06,15,2022,Afternoon,16.166666666666668,14.0,9.25,1.625,8.4,50.0,50.0
2022-08-06 16:00:00,11.8,16.9,0.191,9.2,44.0,1.5,2022-08-06,16,2022,Afternoon,19.666666666666668,16.9,11.5,1.875,9.55,44.0,44.0
2022-08-06 17:00:00,12.5,17.9,0.219,11.2,39.0,1.6,2022-08-06,17,2022,Evening,20.833333333333336,17.9,14.0,2.0,10.95,39.0,39.0
2022-08-06 18:00:00,13.4,19.1,0.242,12.6,34.0,2.2,2022-08-06,18,2022,Evening,22.333333333333336,19.1,15.75,2.75,12.1,34.0,34.0
2022-08-06 19:00:00,12.5,17.9,0.236,12.1,32.0,2.8,2022-08-06,19,2022,Night,20.833333333333336,17.9,15.125,3.5,11.799999999999999,32.0,32.0
2022-08-06 20:00:00,11.4,16.4,0.217,10.8,32.0,3.5,2022-08-06,20,2022,Night,19.0,16.4,13.5,4.375,10.85,32.0,32.0
2022-08-06 21:00:00,10.8,15.4,0.195,9.2,32.0,4.3,2022-08-06,21,2022,Night,18.000000000000004,15.4,11.5,5.375,9.75,32.0,32.0
2022-08-06 22:00:00,10.2,14.7,0.19,9.1,30.0,4.7,2022-08-06,22,2022,Night,17.0,14.7,11.375,5.875,9.5,30.0,30.0
2022-08-06 23:00:00,9.4,13.5,0.188,9.2,27.0,4.8,2022-08-06,23,2022,Night,15.666666666666668,13.5,11.5,6.0,9.4,27.0,27.0
2022-08-07 00:00:00,12.8,18.5,0.226,15.6,22.0,8.6,2022-08-07,0,2022,Night,21.333333333333336,18.5,19.5,10.75,11.3,22.0,22.0
2022-08-07 01:00:00,10.5,15.3,0.214,13.6,24.0,8.8,2022-08-07,1,2022,Night,17.5,15.3,17.0,11.0,10.7,24.0,24.0
2022-08-07 02:00:00,7.9,11.6,0.198,10.8,28.0,9.0,2022-08-07,2,2022,Night,13.166666666666668,11.6,13.5,11.25,9.9,28.0,28.0
2022-08-07 03:00:00,6.8,10.1,0.178,7.3,35.0,8.9,2022-08-07,3,2022,Night,11.333333333333334,10.1,9.125,11.125,8.9,35.0,35.0
2022-08-07 04:00:00,7.2,10.7,0.169,5.4,44.0,8.1,2022-08-07,4,2022,Night,12.0,10.7,6.75,10.125,8.450000000000001,44.0,44.0
2022-08-07 05:00:00,8.2,12.1,0.164,4.0,54.0,6.8,2022-08-07,5,2022,Morning,13.666666666666666,12.1,5.0,8.5,8.200000000000001,54.0,54.0
2022-08-07 06:00:00,10.2,15.0,0.157,2.5,66.0,5.3,2022-08-07,6,2022,Morning,17.0,15.0,3.125,6.625,7.85,66.0,66.0
2022-08-07 07:00:00,11.6,17.2,0.151,1.8,71.0,4.4,2022-08-07,7,2022,Morning,19.333333333333332,17.2,2.25,5.5,7.55,71.0,71.0
2022-08-07 08:00:00,10.0,14.9,0.146,1.5,74.0,3.5,2022-08-07,8,2022,Morning,16.666666666666668,14.9,1.875,4.375,7.3,74.0,74.0
2022-08-07 09:00:00,9.1,13.4,0.143,1.6,76.0,2.7,2022-08-07,9,2022,Morning,15.166666666666666,13.4,2.0,3.375,7.1499999999999995,76.0,76.0
2022-08-07 10:00:00,9.0,13.2,0.146,2.2,75.0,2.2,2022-08-07,10,2022,Morning,15.0,13.2,2.75,2.75,7.3,75.0,75.0
2022-08-07 11:00:00,9.2,13.5,0.152,3.1,73.0,2.0,2022-08-07,11,2022,Morning,15.333333333333332,13.5,3.875,2.5,7.6,73.0,73.0
2022-08-07 12:00:00,10.8,15.7,0.174,3.4,85.0,3.4,2022-08-07,12,2022,Afternoon,18.000000000000004,15.7,4.25,4.25,8.7,85.0,85.0
2022-08-07 13:00:00,10.9,15.7,0.184,4.6,80.0,3.0,2022-08-07,13,2022,Afternoon,18.166666666666668,15.7,5.75,3.75,9.2,80.0,80.0
2022-08-07 14:00:00,11.6,16.6,0.198,6.3,72.0,2.2,2022-08-07,14,2022,Afternoon,19.333333333333332,16.6,7.875,2.75,9.9,72.0,72.0
2022-08-07 15:00:00,11.2,16.1,0.211,8.1,64.0,1.7,2022-08-07,15,2022,Afternoon,18.666666666666668,16.1,10.125,2.125,10.549999999999999,64.0,64.0
2022-08-07 16:00:00,11.8,16.9,0.213,8.2,62.0,1.8,2022-08-07,16,2022,Afternoon,19.666666666666668,16.9,10.25,2.25,10.65,62.0,62.0
2022-08-07 17:00:00,11.8,16.8,0.211,8.0,61.0,2.1,2022-08-07,17,2022,Evening,19.666666666666668,16.8,10.0,2.625,10.549999999999999,61.0,61.0
2022-08-07 18:00:00,10.0,14.3,0.205,7.5,60.0,2.8,2022-08-07,18,2022,Evening,16.666666666666668,14.3,9.375,3.5,10.25,60.0,60.0
2022-08-07 19:00:00,8.2,11.8,0.198,7.2,58.0,3.4,2022-08-07,19,2022,Night,13.666666666666666,11.8,9.0,4.25,9.9,58.0,58.0
2022-08-07 20:00:00,7.2,10.3,0.189,6.8,57.0,4.2,2022-08-07,20,2022,Night,12.0,10.3,8.5,5.25,9.45,57.0,57.0
2022-08-07 21:00:00,6.9,9.8,0.182,6.8,53.0,5.1,2022-08-07,21,2022,Night,11.500000000000002,9.8,8.5,6.375,9.1,53.0,53.0
2022-08-07 22:00:00,7.0,9.9,0.184,7.4,48.0,5.5,2022-08-07,22,2022,Night,11.666666666666668,9.9,9.25,6.875,9.2,48.0,48.0
2022-08-07 23:00:00,7.4,10.6,0.19,8.4,42.0,5.8,2022-08-07,23,2022,Night,12.333333333333334,10.6,10.5,7.25,9.5,42.0,42.0
2022-08-08 00:00:00,8.1,11.7,0.207,12.7,31.0,7.6,2022-08-08,0,2022,Night,13.5,11.7,15.875,9.5,10.35,31.0,31.0
2022-08-08 01:00:00,7.6,10.8,0.205,12.4,31.0,8.1,2022-08-08,1,2022,Night,12.666666666666666,10.8,15.5,10.125,10.25,31.0,31.0
2022-08-08 02:00:00,6.3,9.0,0.201,11.9,32.0,8.8,2022-08-08,2,2022,Night,10.5,9.0,14.875,11.0,10.05,32.0,32.0
2022-08-08 03:00:00,5.1,7.3,0.193,10.5,35.0,9.0,2022-08-08,3,2022,Night,8.5,7.3,13.125,11.25,9.65,35.0,35.0
2022-08-08 04:00:00,5.2,7.4,0.181,8.5,41.0,8.1,2022-08-08,4,2022,Night,8.666666666666668,7.4,10.625,10.125,9.049999999999999,41.0,41.0
2022-08-08 05:00:00,5.9,8.4,0.165,5.9,48.0,6.5,2022-08-08,5,2022,Morning,9.833333333333334,8.4,7.375,8.125,8.25,48.0,48.0
2022-08-08 06:00:00,5.1,7.3,0.149,3.3,57.0,4.7,2022-08-08,6,2022,Morning,8.5,7.3,4.125,5.875,7.449999999999999,57.0,57.0
2022-08-08 07:00:00,5.9,8.4,0.145,2.5,61.0,4.1,2022-08-08,7,2022,Morning,9.833333333333334,8.4,3.125,5.125,7.249999999999999,61.0,61.0
2022-08-08 08:00:00,8.2,11.7,0.145,2.3,63.0,3.7,2022-08-08,8,2022,Morning,13.666666666666666,11.7,2.875,4.625,7.249999999999999,63.0,63.0
2022-08-08 09:00:00,7.5,10.8,0.149,2.9,64.0,3.3,2022-08-08,9,2022,Morning,12.5,10.8,3.625,4.125,7.449999999999999,64.0,64.0
2022-08-08 10:00:00,9.1,13.0,0.155,4.1,62.0,3.1,2022-08-08,10,2022,Morning,15.166666666666666,13.0,5.125,3.875,7.75,62.0,62.0
2022-08-08 11:00:00,9.2,13.1,0.163,5.8,59.0,3.0,2022-08-08,11,2022,Morning,15.333333333333332,13.1,7.25,3.75,8.15,59.0,59.0
2022-08-08 12:00:00,8.3,11.9,0.189,8.6,49.0,2.0,2022-08-08,12,2022,Afternoon,13.833333333333336,11.9,10.75,2.5,9.45,49.0,49.0
2022-08-08 13:00:00,8.3,11.9,0.204,10.1,46.0,2.3,2022-08-08,13,2022,Afternoon,13.833333333333336,11.9,12.625,2.875,10.2,46.0,46.0
2022-08-08 14:00:00,8.8,12.6,0.225,12.2,41.0,2.7,2022-08-08,14,2022,Afternoon,14.666666666666668,12.6,15.25,3.375,11.25,41.0,41.0
2022-08-08 15:00:00,10.2,14.6,0.248,14.3,36.0,3.2,2022-08-08,15,2022,Afternoon,17.0,14.6,17.875,4.0,12.4,36.0,36.0
2022-08-08 16:00:00,12.3,17.5,0.257,14.9,34.0,3.7,2022-08-08,16,2022,Afternoon,20.500000000000004,17.5,18.625,4.625,12.85,34.0,34.0
2022-08-08 17:00:00,11.8,16.9,0.263,14.9,33.0,4.1,2022-08-08,17,2022,Evening,19.666666666666668,16.9,18.625,5.125,13.15,33.0,33.0
2022-08-08 18:00:00,10.4,14.8,0.26,14.3,32.0,4.3,2022-08-08,18,2022,Evening,17.333333333333336,14.8,17.875,5.375,13.0,32.0,32.0
2022-08-08 19:00:00,8.8,12.5,0.245,13.0,32.0,4.3,2022-08-08,19,2022,Night,14.666666666666668,12.5,16.25,5.375,12.25,32.0,32.0
2022-08-08 20:00:00,7.5,10.8,0.223,11.1,33.0,4.2,2022-08-08,20,2022,Night,12.5,10.8,13.875,5.25,11.15,33.0,33.0
2022-08-08 21:00:00,6.7,9.6,0.197,8.9,33.0,3.8,2022-08-08,21,2022,Night,11.166666666666668,9.6,11.125,4.75,9.85,33.0,33.0
2022-08-08 22:00:00,6.1,8.8,0.188,7.9,32.0,3.5,2022-08-08,22,2022,Night,10.166666666666666,8.8,9.875,4.375,9.4,32.0,32.0
2022-08-08 23:00:00,5.8,8.4,0.184,7.2,32.0,3.0,2022-08-08,23,2022,Night,9.666666666666666,8.4,9.0,3.75,9.2,32.0,32.0
2022-08-09 00:00:00,6.4,9.2,0.185,7.5,31.0,3.1,2022-08-09,0,2022,Night,10.666666666666668,9.2,9.375,3.875,9.25,31.0,31.0
2022-08-09 01:00:00,5.9,8.4,0.179,6.8,33.0,3.2,2022-08-09,1,2022,Night,9.833333333333334,8.4,8.5,4.0,8.95,33.0,33.0
2022-08-09 02:00:00,4.7,6.8,0.171,5.8,36.0,3.2,2022-08-09,2,2022,Night,7.833333333333334,6.8,7.25,4.0,8.55,36.0,36.0
2022-08-09 03:00:00,4.1,6.0,0.158,4.4,42.0,3.2,2022-08-09,3,2022,Night,6.833333333333333,6.0,5.5,4.0,7.9,42.0,42.0
2022-08-09 04:00:00,4.0,5.7,0.146,3.3,48.0,3.0,2022-08-09,4,2022,Night,6.666666666666667,5.7,4.125,3.75,7.3,48.0,48.0
2022-08-09 05:00:00,4.2,6.1,0.133,2.1,56.0,2.8,2022-08-09,5,2022,Morning,7.000000000000001,6.1,2.625,3.5,6.65,56.0,56.0
2022-08-09 06:00:00,4.6,6.6,0.12,1.0,64.0,2.3,2022-08-09,6,2022,Morning,7.666666666666666,6.6,1.25,2.875,6.0,64.0,64.0
2022-08-09 07:00:00,4.4,6.3,0.116,0.8,66.0,2.0,2022-08-09,7,2022,Morning,7.333333333333334,6.3,1.0,2.5,5.800000000000001,66.0,66.0
2022-08-09 08:00:00,5.0,7.2,0.115,0.9,66.0,1.8,2022-08-09,8,2022,Morning,8.333333333333334,7.2,1.125,2.25,5.75,66.0,66.0
2022-08-09 09:00:00,5.2,7.5,0.118,1.5,65.0,1.5,2022-08-09,9,2022,Morning,8.666666666666668,7.5,1.875,1.875,5.8999999999999995,65.0,65.0
2022-08-09 10:00:00,5.9,8.4,0.124,2.5,62.0,1.7,2022-08-09,10,2022,Morning,9.833333333333334,8.4,3.125,2.125,6.2,62.0,62.0
2022-08-09 11:00:00,5.8,8.3,0.134,3.8,58.0,2.0,2022-08-09,11,2022,Morning,9.666666666666666,8.3,4.75,2.5,6.7,58.0,58.0
2022-08-09 12:00:00,4.1,5.9,0.139,5.6,51.0,2.9,2022-08-09,12,2022,Afternoon,6.833333333333333,5.9,7.0,3.625,6.950000000000001,51.0,51.0
2022-08-09 13:00:00,3.9,5.5,0.142,5.8,51.0,2.8,2022-08-09,13,2022,Afternoon,6.5,5.5,7.25,3.5,7.1,51.0,51.0
2022-08-09 14:00:00,3.8,5.4,0.146,6.2,51.0,2.5,2022-08-09,14,2022,Afternoon,6.333333333333333,5.4,7.75,3.125,7.3,51.0,51.0
2022-08-09 15:00:00,3.9,5.5,0.149,6.3,51.0,2.3,2022-08-09,15,2022,Afternoon,6.5,5.5,7.875,2.875,7.449999999999999,51.0,51.0
2022-08-09 16:00:00,3.6,5.1,0.147,6.1,51.0,2.1,2022-08-09,16,2022,Afternoon,6.0,5.1,7.625,2.625,7.35,51.0,51.0
2022-08-09 17:00:00,2.9,4.1,0.143,5.6,51.0,1.9,2022-08-09,17,2022,Evening,4.833333333333333,4.1,7.0,2.375,7.1499999999999995,51.0,51.0
2022-08-09 18:00:00,2.2,3.1,0.138,4.8,52.0,1.8,2022-08-09,18,2022,Evening,3.666666666666667,3.1,6.0,2.25,6.9,52.0,52.0
2022-08-09 19:00:00,1.9,2.7,0.136,4.3,55.0,2.0,2022-08-09,19,2022,Night,3.1666666666666665,2.7,5.375,2.5,6.800000000000001,55.0,55.0
2022-08-09 20:00:00,2.0,2.8,0.134,3.8,59.0,2.4,2022-08-09,20,2022,Night,3.3333333333333335,2.8,4.75,3.0,6.7,59.0,59.0
2022-08-09 21:00:00,1.8,2.5,0.131,3.1,62.0,2.8,2022-08-09,21,2022,Night,3.0,2.5,3.875,3.5,6.550000000000001,62.0,62.0
2022-08-09 22:00:00,1.7,2.4,0.125,2.6,61.0,2.8,2022-08-09,22,2022,Night,2.8333333333333335,2.4,3.25,3.5,6.25,61.0,61.0
2022-08-09 23:00:00,1.6,2.3,0.119,2.0,57.0,2.7,2022-08-09,23,2022,Night,2.666666666666667,2.3,2.5,3.375,5.949999999999999,57.0,57.0
2022-08-10 00:00:00,1.2,1.7,0.111,1.9,51.0,3.1,2022-08-10,0,2022,Night,2.0,1.7,2.375,3.875,5.55,51.0,51.0
2022-08-10 01:00:00,1.3,1.8,0.116,2.3,50.0,3.0,2022-08-10,1,2022,Night,2.166666666666667,1.8,2.875,3.75,5.800000000000001,50.0,50.0
2022-08-10 02:00:00,1.7,2.4,0.123,2.9,48.0,2.8,2022-08-10,2,2022,Night,2.8333333333333335,2.4,3.625,3.5,6.15,48.0,48.0
2022-08-10 03:00:00,2.2,3.2,0.129,3.3,48.0,2.8,2022-08-10,3,2022,Night,3.666666666666667,3.2,4.125,3.5,6.45,48.0,48.0
2022-08-10 04:00:00,2.6,3.8,0.127,2.8,52.0,2.9,2022-08-10,4,2022,Night,4.333333333333334,3.8,3.5,3.625,6.35,52.0,52.0
2022-08-10 05:00:00,3.0,4.3,0.122,2.0,59.0,3.2,2022-08-10,5,2022,Morning,5.0,4.3,2.5,4.0,6.1,59.0,59.0
2022-08-10 06:00:00,4.0,5.7,0.117,1.2,67.0,3.3,2022-08-10,6,2022,Morning,6.666666666666667,5.7,1.5,4.125,5.8500000000000005,67.0,67.0
2022-08-10 07:00:00,5.2,7.4,0.118,1.1,71.0,3.0,2022-08-10,7,2022,Morning,8.666666666666668,7.4,1.375,3.75,5.8999999999999995,71.0,71.0
2022-08-10 08:00:00,6.0,8.6,0.12,1.4,74.0,2.5,2022-08-10,8,2022,Morning,10.0,8.6,1.75,3.125,6.0,74.0,74.0
2022-08-10 09:00:00,6.1,9.0,0.122,1.7,74.0,2.1,2022-08-10,9,2022,Morning,10.166666666666666,9.0,2.125,2.625,6.1,74.0,74.0
2022-08-10 10:00:00,6.8,10.0,0.121,2.0,70.0,2.2,2022-08-10,10,2022,Morning,11.333333333333334,10.0,2.5,2.75,6.05,70.0,70.0
2022-08-10 11:00:00,6.2,9.2,0.118,2.4,63.0,2.5,2022-08-10,11,2022,Morning,10.333333333333334,9.2,3.0,3.125,5.8999999999999995,63.0,63.0
2022-08-10 12:00:00,5.6,8.4,0.125,4.0,54.0,3.2,2022-08-10,12,2022,Afternoon,9.333333333333334,8.4,5.0,4.0,6.25,54.0,54.0
2022-08-10 13:00:00,4.8,7.2,0.127,4.3,52.0,2.8,2022-08-10,13,2022,Afternoon,8.0,7.2,5.375,3.5,6.35,52.0,52.0
2022-08-10 14:00:00,3.3,4.7,0.13,4.7,49.0,2.3,2022-08-10,14,2022,Afternoon,5.5,4.7,5.875,2.875,6.5,49.0,49.0
2022-08-10 15:00:00,2.9,4.1,0.134,5.1,45.0,1.8,2022-08-10,15,2022,Afternoon,4.833333333333333,4.1,6.375,2.25,6.7,45.0,45.0
2022-08-10 16:00:00,2.6,3.8,0.136,5.3,43.0,1.7,2022-08-10,16,2022,Afternoon,4.333333333333334,3.8,6.625,2.125,6.800000000000001,43.0,43.0
2022-08-10 17:00:00,2.5,3.6,0.139,5.5,42.0,1.8,2022-08-10,17,2022,Evening,4.166666666666667,3.6,6.875,2.25,6.950000000000001,42.0,42.0
